NCDEX|1.0.1|
BARLEYJPR20OCT2021|BARLEYJPR|FUTCOM|BARLEYJPR|XX||1319155200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1306972800|0|1319155200|800|10|10|50|999999999999|500|0|1306972800|0|0|0|1318550400|1319155200|182700|197900|0|0|0|1311120000|0|0|15|0||BARLEYJPROCT2021|0|1|0|0||E|Y|Y|N||N|BARLEYJPR||Rs/Quintal|MT|10|1|10|MT|190300|N
BARLEYJPR18NOV2021|BARLEYJPR|FUTCOM|BARLEYJPR|XX||1321660800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1309564800|0|1321660800|800|10|10|50|999999999999|500|0|1309564800|0|0|0|1321142400|1321660800|183250|198450|0|0|0|1311120000|0|0|15|0||BARLEYJPRNOV2021|0|1|0|0||E|Y|Y|N||N|BARLEYJPR||Rs/Quintal|MT|10|1|10|MT|190850|N
CASTOR20JUL2021|CASTOR|FUTCOM|CASTOR|XX||1311206400|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1299024000|0|1311206400|1200|5|5|200|999999999999|500|0|1299024000|0|0|0|1310688000|1311206400|522600|565800|0|0|0|1311120000|0|0|15|0||CASTORJUL2021|0|1|0|0||E|Y|Y|N||N|CASTOR||Rs/Quintal|MT|10|1|5|MT|544200|N
CASTOR20AUG2021|CASTOR|FUTCOM|CASTOR|XX||1313884800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1301702400|0|1313884800|1200|5|5|200|999999999999|500|0|1301702400|0|0|0|1313280000|1313884800|524600|568200|0|0|0|1311120000|0|0|15|0||CASTORAUG2021|0|1|0|0||E|Y|Y|N||N|CASTOR||Rs/Quintal|MT|10|1|5|MT|546400|N
CASTOR17SEP2021|CASTOR|FUTCOM|CASTOR|XX||1316304000|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1304467200|0|1316304000|1200|5|5|200|999999999999|500|0|1304467200|0|0|0|1315958400|1316304000|529800|573800|0|0|0|1311120000|0|0|15|0||CASTORSEP2021|0|1|0|0||E|Y|Y|N||N|CASTOR||Rs/Quintal|MT|10|1|5|MT|551800|N
CASTOR18OCT2021|CASTOR|FUTCOM|CASTOR|XX||1318982400|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1306972800|0|1318982400|1200|5|5|200|999999999999|500|0|1306972800|0|0|0|1318377600|1318982400|535000|579400|0|0|0|1311120000|0|0|15|0||CASTOROCT2021|0|1|0|0||E|Y|Y|N||N|CASTOR||Rs/Quintal|MT|10|1|5|MT|557200|N
CASTOR17NOV2021|CASTOR|FUTCOM|CASTOR|XX||1321574400|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1309564800|0|1321574400|1200|5|5|200|999999999999|500|0|1309564800|0|0|0|1321056000|1321574400|540200|585000|0|0|0|1311120000|0|0|15|0||CASTORNOV2021|0|1|0|0||E|Y|Y|N||N|CASTOR||Rs/Quintal|MT|10|1|5|MT|562600|N
CHANA20JUL2021|CHANA|FUTCOM|CHANA|XX||1311206400|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1296604800|0|1311206400|1200|10|10|100|999999999999|500|0|1296604800|0|0|0|1310688000|1311206400|462200|490600|0|0|0|1311120000|0|0|15|0||CHANAJUL2021|0|1|0|0||E|Y|Y|N||N|CHANA||Rs/Quintal|MT|10|1|10|MT|476400|N
CHANA20AUG2021|CHANA|FUTCOM|CHANA|XX||1313884800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1299024000|0|1313884800|1200|10|10|100|999999999999|500|0|1299024000|0|0|0|1313280000|1313884800|475700|505100|0|0|0|1311120000|0|0|15|0||CHANAAUG2021|0|1|0|0||E|Y|Y|N||N|CHANA||Rs/Quintal|MT|10|1|10|MT|490400|N
CHANA20SEP2021|CHANA|FUTCOM|CHANA|XX||1316563200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1301702400|0|1316563200|1200|10|10|100|999999999999|500|0|1301702400|0|0|0|1316044800|1316563200|484400|514200|0|0|0|1311120000|0|0|15|0||CHANASEP2021|0|1|0|0||E|Y|Y|N||N|CHANA||Rs/Quintal|MT|10|1|10|MT|499300|N
CHANA20OCT2021|CHANA|FUTCOM|CHANA|XX||1319155200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1304467200|0|1319155200|1200|10|10|100|999999999999|500|0|1304467200|0|0|0|1318550400|1319155200|492800|523200|0|0|0|1311120000|0|0|15|0||CHANAOCT2021|0|1|0|0||E|Y|Y|N||N|CHANA||Rs/Quintal|MT|10|1|10|MT|508000|N
CHANA18NOV2021|CHANA|FUTCOM|CHANA|XX||1321660800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1306972800|0|1321660800|1200|10|10|100|999999999999|500|0|1306972800|0|0|0|1321142400|1321660800|501200|532200|0|0|0|1311120000|0|0|15|0||CHANANOV2021|0|1|0|0||E|Y|Y|N||N|CHANA||Rs/Quintal|MT|10|1|10|MT|516700|N
CHANA20DEC2021|CHANA|FUTCOM|CHANA|XX||1324425600|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1309564800|0|1324425600|1200|10|10|100|999999999999|500|0|1309564800|0|0|0|1323907200|1324425600|509700|541100|0|0|0|1311120000|0|0|15|0||CHANADEC2021|0|1|0|0||E|Y|Y|N||N|CHANA||Rs/Quintal|MT|10|1|10|MT|525400|N
COCUDAKL20JUL2021|COCUDAKL|FUTCOM|COCUDAKL|XX||1311206400|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1299024000|0|1311206400|1200|10|10|100|999999999999|500|0|1299024000|0|0|0|1310688000|1311206400|259200|280800|0|0|0|1311120000|0|0|15|0||COCUDAKLJUL2021|0|1|0|0||E|Y|Y|N||N|COCUDAKL||Rs/Quintal|MT|10|1|10|MT|270000|N
COCUDAKL20AUG2021|COCUDAKL|FUTCOM|COCUDAKL|XX||1313884800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1301702400|0|1313884800|1200|10|10|100|999999999999|500|0|1301702400|0|0|0|1313280000|1313884800|270700|293100|0|0|0|1311120000|0|0|15|0||COCUDAKLAUG2021|0|1|0|0||E|Y|Y|N||N|COCUDAKL||Rs/Quintal|MT|10|1|10|MT|281900|N
COCUDAKL20SEP2021|COCUDAKL|FUTCOM|COCUDAKL|XX||1316563200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1304467200|0|1316563200|1200|10|10|100|999999999999|500|0|1304467200|0|0|0|1316044800|1316563200|276600|299600|0|0|0|1311120000|0|0|15|0||COCUDAKLSEP2021|0|1|0|0||E|Y|Y|N||N|COCUDAKL||Rs/Quintal|MT|10|1|10|MT|288100|N
COCUDAKL20DEC2021|COCUDAKL|FUTCOM|COCUDAKL|XX||1324425600|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1306972800|0|1324425600|1200|10|10|100|999999999999|500|0|1306972800|0|0|0|1323907200|1324425600|231000|250200|0|0|0|1311120000|0|0|15|0||COCUDAKLDEC2021|0|1|0|0||E|Y|Y|N||N|COCUDAKL||Rs/Quintal|MT|10|1|10|MT|240600|N
COCUDAKL20JAN2022|COCUDAKL|FUTCOM|COCUDAKL|XX||1327104000|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1309564800|0|1327104000|1200|10|10|100|999999999999|500|0|1309564800|0|0|0|1326758400|1327104000|231000|250200|0|0|0|1311120000|0|0|15|0||COCUDAKLJAN2022|0|1|0|0||E|Y|Y|N||N|COCUDAKL||Rs/Quintal|MT|10|1|10|MT|240600|N
COTTON20JUL2021|COTTON|FUTCOM|COTTON|XX||1311206400|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1293926400|0|1311206400|800|1|1|1000|999999999999|50|0|1293926400|0|0|0|1310688000|1311206400|2488000|2694000|0|0|0|1311120000|0|0|15|0||COTTONJUL2021|0|1|0|0||E|Y|Y|N||N|COTTON||RS/BALES|Lot|100|1|17000|Kgs|2591000|N
COTTON20OCT2021|COTTON|FUTCOM|COTTON|XX||1319155200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1301702400|0|1319155200|800|1|1|1000|999999999999|50|0|1301702400|0|0|0|1318636800|1319155200|2511000|2719000|0|0|0|1311120000|0|0|15|0||COTTONOCT2021|0|1|0|0||E|Y|Y|N||N|COTTON||RS/BALES|Lot|100|1|17000|Kgs|2615000|N
COTTON18NOV2021|COTTON|FUTCOM|COTTON|XX||1321660800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1288742400|0|1321660800|800|1|1|1000|999999999999|50|0|1288742400|0|0|0|1321142400|1321660800|2519000|2727000|0|0|0|1311120000|0|0|15|0||COTTONNOV2021|0|1|0|0||E|Y|Y|N||N|COTTON||RS/BALES|Lot|100|1|17000|Kgs|2623000|N
COTTON20DEC2021|COTTON|FUTCOM|COTTON|XX||1324425600|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1306972800|0|1324425600|800|1|1|1000|999999999999|50|0|1306972800|0|0|0|1323907200|1324425600|2526000|2736000|0|0|0|1311120000|0|0|15|0||COTTONDEC2021|0|1|0|0||E|Y|Y|N||N|COTTON||RS/BALES|Lot|100|1|17000|Kgs|2631000|N
COTTON20JAN2022|COTTON|FUTCOM|COTTON|XX||1327104000|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1309564800|0|1327104000|800|1|1|1000|999999999999|50|0|1309564800|0|0|0|1326758400|1327104000|2534000|2744000|0|0|0|1311120000|0|0|15|0||COTTONJAN2022|0|1|0|0||E|Y|Y|N||N|COTTON||RS/BALES|Lot|100|1|17000|Kgs|2639000|N
COTTON18FEB2022|COTTON|FUTCOM|COTTON|XX||1329609600|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1296604800|0|1329609600|800|1|1|1000|999999999999|50|0|1296604800|0|0|0|1329264000|1329609600|2542000|2752000|0|0|0|1311120000|0|0|15|0||COTTONFEB2022|0|1|0|0||E|Y|Y|N||N|COTTON||RS/BALES|Lot|100|1|17000|Kgs|2647000|N
COTTON20APR2022|COTTON|FUTCOM|COTTON|XX||1334880000|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1301702400|0|1334880000|800|1|1|1000|999999999999|50|0|1301702400|0|0|0|1334534400|1334880000|2557000|2769000|0|0|0|1311120000|0|0|15|0||COTTONAPR2022|0|1|0|0||E|Y|Y|N||N|COTTON||RS/BALES|Lot|100|1|17000|Kgs|2663000|N
CPO30JUL2021|CPO|FUTCOM|CPO|XX||1312070400|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1299024000|0|1312070400|1000|10|10|10|999999999999|500|0|1299024000|0|0|0|1311292800|1311465600|107620|116580|0|0|0|1311120000|0|0|15|0||CPOJUL2021|0|1|0|0||E|Y|Y|N||N|CPO||Rs/10Kgs|MT|100|1|10|MT|112100|N
CPO31AUG2021|CPO|FUTCOM|CPO|XX||1314835200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1301702400|0|1314835200|1000|10|10|10|999999999999|500|0|1301702400|0|0|0|1313884800|1314230400|107970|116950|0|0|0|1311120000|0|0|15|0||CPOAUG2021|0|1|0|0||E|Y|Y|N||N|CPO||Rs/10Kgs|MT|100|1|10|MT|112460|N
CPO30SEP2021|CPO|FUTCOM|CPO|XX||1317427200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1304467200|0|1317427200|1000|10|10|10|999999999999|500|0|1304467200|0|0|0|1316649600|1316822400|108290|117310|0|0|0|1311120000|0|0|15|0||CPOSEP2021|0|1|0|0||E|Y|Y|N||N|CPO||Rs/10Kgs|MT|100|1|10|MT|112800|N
CPO29OCT2021|CPO|FUTCOM|CPO|XX||1319932800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1306972800|0|1319932800|1000|10|10|10|999999999999|500|0|1306972800|0|0|0|1319155200|1319328000|108610|117650|0|0|0|1311120000|0|0|15|0||CPOOCT2021|0|1|0|0||E|Y|Y|N||N|CPO||Rs/10Kgs|MT|100|1|10|MT|113130|N
CPO30NOV2021|CPO|FUTCOM|CPO|XX||1322697600|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1309564800|0|1322697600|1000|10|10|10|999999999999|500|0|1309564800|0|0|0|1321747200|1322092800|108960|118020|0|0|0|1311120000|0|0|15|0||CPONOV2021|0|1|0|0||E|Y|Y|N||N|CPO||Rs/10Kgs|MT|100|1|10|MT|113490|N
DHANIYA20JUL2021|DHANIYA|FUTCOM|DHANIYA|XX||1311206400|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1296604800|0|1311206400|1200|5|5|200|999999999999|100|0|1296604800|0|0|0|1310688000|1311206400|664400|719600|0|0|0|1311120000|0|0|15|0||DHANIYAJUL2021|0|1|0|0||E|Y|Y|N||N|DHANIYA||Rs/Quintal|MT|10|1|5|MT|692000|N
DHANIYA20AUG2021|DHANIYA|FUTCOM|DHANIYA|XX||1313884800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1301702400|0|1313884800|1200|5|5|200|999999999999|100|0|1301702400|0|0|0|1313280000|1313884800|669800|725400|0|0|0|1311120000|0|0|15|0||DHANIYAAUG2021|0|1|0|0||E|Y|Y|N||N|DHANIYA||Rs/Quintal|MT|10|1|5|MT|697600|N
DHANIYA20SEP2021|DHANIYA|FUTCOM|DHANIYA|XX||1316563200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1304467200|0|1316563200|1200|5|5|200|999999999999|100|0|1304467200|0|0|0|1316044800|1316563200|675800|731800|0|0|0|1311120000|0|0|15|0||DHANIYASEP2021|0|1|0|0||E|Y|Y|N||N|DHANIYA||Rs/Quintal|MT|10|1|5|MT|703800|N
DHANIYA20OCT2021|DHANIYA|FUTCOM|DHANIYA|XX||1319155200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1306972800|0|1319155200|1200|5|5|200|999999999999|100|0|1306972800|0|0|0|1318550400|1319155200|681600|738400|0|0|0|1311120000|0|0|15|0||DHANIYAOCT2021|0|1|0|0||E|Y|Y|N||N|DHANIYA||Rs/Quintal|MT|10|1|5|MT|710000|N
DHANIYA18NOV2021|DHANIYA|FUTCOM|DHANIYA|XX||1321660800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1309564800|0|1321660800|1200|5|5|200|999999999999|100|0|1309564800|0|0|0|1321142400|1321660800|687600|744800|0|0|0|1311120000|0|0|15|0||DHANIYANOV2021|0|1|0|0||E|Y|Y|N||N|DHANIYA||Rs/Quintal|MT|10|1|5|MT|716200|N
GUARGUM520JUL2021|GUARGUM5|FUTCOM|GUARGUM5|XX||1311206400|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1293926400|0|1311206400|1200|5|5|100|999999999999|250|0|1293926400|0|0|0|1310688000|1311206400|643900|697500|0|0|0|1311120000|0|0|15|0||GUARGUM5JUL2021|0|1|0|0||E|Y|Y|N||N|GUARGUM5||Rs/Quintal|MT|10|1|5|MT|670700|N
GUARGUM520AUG2021|GUARGUM5|FUTCOM|GUARGUM5|XX||1313884800|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1296604800|0|1313884800|1200|5|5|100|999999999999|250|0|1296604800|0|0|0|1313280000|1313884800|648400|702400|0|0|0|1311120000|0|0|15|0||GUARGUM5AUG2021|0|1|0|0||E|Y|Y|N||N|GUARGUM5||Rs/Quintal|MT|10|1|5|MT|675400|N
GUARGUM520SEP2021|GUARGUM5|FUTCOM|GUARGUM5|XX||1316563200|-1|XX||0||0|0|1|1||2|0||2|0||0|0||1299024000|0|1316563200|1200|5|5|100|999999999999|250|0|1299024000|0|0|0|1316044800|1316563200|656800|711400|0|0|0|1311120000|0|0|15|0||GUARGUM5SEP2021|0|1|0|0||E|Y|Y|N||N|GUARGUM5||Rs/Quintal|MT|10|1|5|MT|684100|N
