Instrument Type,Symbol,ExpiryDate,Underlying Commodity,Strike Price,Option Type,Ex-Basis Delivery Centre,Price Unit,Opening Price,High Price,Low Price,Closing Price,Quantity Traded Today,Measure,No of Trades,Traded Value in Lacs,Open Interest,LastTradedDate
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7000,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7050,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7100,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7150,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7200,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7250,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7300,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7350,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7400,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7450,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7500,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7550,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7600,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7650,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7700,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7750,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7800,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7850,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7900,PE,INDORE,RS/QUINTAL,0,0,0,1,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,7950,PE,INDORE,RS/QUINTAL,0,0,0,2,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8000,PE,INDORE,RS/QUINTAL,0,0,0,3,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8050,PE,INDORE,RS/QUINTAL,0,0,0,6,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8100,PE,INDORE,RS/QUINTAL,0,0,0,11,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8150,PE,INDORE,RS/QUINTAL,0,0,0,20,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8200,PE,INDORE,RS/QUINTAL,0,0,0,34,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8250,PE,INDORE,RS/QUINTAL,0,0,0,53,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8300,PE,INDORE,RS/QUINTAL,0,0,0,77,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8350,PE,INDORE,RS/QUINTAL,0,0,0,108,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8400,PE,INDORE,RS/QUINTAL,0,0,0,145,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8450,PE,INDORE,RS/QUINTAL,0,0,0,186,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,7/20/2021,SYBEANIDR20-JUL-2021,8500,PE,INDORE,RS/QUINTAL,0,0,0,230,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4650,CE,INDORE,RS/QUINTAL,0,0,0,1657,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4700,CE,INDORE,RS/QUINTAL,0,0,0,1609,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4750,CE,INDORE,RS/QUINTAL,0,0,0,1561,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4800,CE,INDORE,RS/QUINTAL,0,0,0,1514,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4850,CE,INDORE,RS/QUINTAL,0,0,0,1467,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4900,CE,INDORE,RS/QUINTAL,0,0,0,1421,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4950,CE,INDORE,RS/QUINTAL,0,0,0,1375,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5000,CE,INDORE,RS/QUINTAL,0,0,0,1329,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5050,CE,INDORE,RS/QUINTAL,0,0,0,1284,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5100,CE,INDORE,RS/QUINTAL,0,0,0,1240,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5150,CE,INDORE,RS/QUINTAL,0,0,0,1196,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5200,CE,INDORE,RS/QUINTAL,0,0,0,1152,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5250,CE,INDORE,RS/QUINTAL,0,0,0,1109,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5300,CE,INDORE,RS/QUINTAL,0,0,0,1067,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5350,CE,INDORE,RS/QUINTAL,0,0,0,1026,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5400,CE,INDORE,RS/QUINTAL,0,0,0,985,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5450,CE,INDORE,RS/QUINTAL,0,0,0,945,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5500,CE,INDORE,RS/QUINTAL,0,0,0,906,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5550,CE,INDORE,RS/QUINTAL,0,0,0,867,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5600,CE,INDORE,RS/QUINTAL,0,0,0,830,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5650,CE,INDORE,RS/QUINTAL,0,0,0,793,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5700,CE,INDORE,RS/QUINTAL,0,0,0,757,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5750,CE,INDORE,RS/QUINTAL,0,0,0,723,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5800,CE,INDORE,RS/QUINTAL,0,0,0,689,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5850,CE,INDORE,RS/QUINTAL,0,0,0,656,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5900,CE,INDORE,RS/QUINTAL,0,0,0,624,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5950,CE,INDORE,RS/QUINTAL,0,0,0,593,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6000,CE,INDORE,RS/QUINTAL,0,0,0,563,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6050,CE,INDORE,RS/QUINTAL,0,0,0,534,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6100,CE,INDORE,RS/QUINTAL,0,0,0,506,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6150,CE,INDORE,RS/QUINTAL,0,0,0,479,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6200,CE,INDORE,RS/QUINTAL,0,0,0,454,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6250,CE,INDORE,RS/QUINTAL,0,0,0,429,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6300,CE,INDORE,RS/QUINTAL,0,0,0,405,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6350,CE,INDORE,RS/QUINTAL,0,0,0,382,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6400,CE,INDORE,RS/QUINTAL,0,0,0,360,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6450,CE,INDORE,RS/QUINTAL,0,0,0,339,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6500,CE,INDORE,RS/QUINTAL,0,0,0,319,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6550,CE,INDORE,RS/QUINTAL,0,0,0,299,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6600,CE,INDORE,RS/QUINTAL,0,0,0,281,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4650,PE,INDORE,RS/QUINTAL,0,0,0,10,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4700,PE,INDORE,RS/QUINTAL,0,0,0,11,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4750,PE,INDORE,RS/QUINTAL,0,0,0,13,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4800,PE,INDORE,RS/QUINTAL,0,0,0,16,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4850,PE,INDORE,RS/QUINTAL,0,0,0,19,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4900,PE,INDORE,RS/QUINTAL,0,0,0,22,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,4950,PE,INDORE,RS/QUINTAL,0,0,0,25,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5000,PE,INDORE,RS/QUINTAL,0,0,0,29,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5050,PE,INDORE,RS/QUINTAL,0,0,0,33,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5100,PE,INDORE,RS/QUINTAL,0,0,0,38,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5150,PE,INDORE,RS/QUINTAL,0,0,0,44,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5200,PE,INDORE,RS/QUINTAL,0,0,0,50,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5250,PE,INDORE,RS/QUINTAL,0,0,0,57,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5300,PE,INDORE,RS/QUINTAL,0,0,0,64,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5350,PE,INDORE,RS/QUINTAL,0,0,0,72,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5400,PE,INDORE,RS/QUINTAL,0,0,0,81,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5450,PE,INDORE,RS/QUINTAL,0,0,0,90,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5500,PE,INDORE,RS/QUINTAL,0,0,0,101,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5550,PE,INDORE,RS/QUINTAL,0,0,0,112,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5600,PE,INDORE,RS/QUINTAL,0,0,0,124,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5650,PE,INDORE,RS/QUINTAL,0,0,0,137,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5700,PE,INDORE,RS/QUINTAL,0,0,0,150,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5750,PE,INDORE,RS/QUINTAL,0,0,0,165,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5800,PE,INDORE,RS/QUINTAL,0,0,0,181,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5850,PE,INDORE,RS/QUINTAL,0,0,0,197,0,MT,0,0,10,7/14/2021
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5900,PE,INDORE,RS/QUINTAL,0,0,0,215,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,5950,PE,INDORE,RS/QUINTAL,0,0,0,234,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6000,PE,INDORE,RS/QUINTAL,0,0,0,253,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6050,PE,INDORE,RS/QUINTAL,0,0,0,274,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6100,PE,INDORE,RS/QUINTAL,0,0,0,295,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6150,PE,INDORE,RS/QUINTAL,0,0,0,318,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6200,PE,INDORE,RS/QUINTAL,0,0,0,342,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6250,PE,INDORE,RS/QUINTAL,0,0,0,366,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6300,PE,INDORE,RS/QUINTAL,0,0,0,392,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6350,PE,INDORE,RS/QUINTAL,0,0,0,418,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6400,PE,INDORE,RS/QUINTAL,0,0,0,446,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6450,PE,INDORE,RS/QUINTAL,0,0,0,474,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6500,PE,INDORE,RS/QUINTAL,0,0,0,504,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6550,PE,INDORE,RS/QUINTAL,0,0,0,534,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,10/20/2021,SYBEANIDR20-OCT-2021,6600,PE,INDORE,RS/QUINTAL,0,0,0,565,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4250,CE,INDORE,RS/QUINTAL,0,0,0,3172,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4300,CE,INDORE,RS/QUINTAL,0,0,0,3122,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4350,CE,INDORE,RS/QUINTAL,0,0,0,3072,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4400,CE,INDORE,RS/QUINTAL,0,0,0,3023,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4450,CE,INDORE,RS/QUINTAL,0,0,0,2973,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4500,CE,INDORE,RS/QUINTAL,0,0,0,2924,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4550,CE,INDORE,RS/QUINTAL,0,0,0,2875,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4600,CE,INDORE,RS/QUINTAL,0,0,0,2825,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4650,CE,INDORE,RS/QUINTAL,0,0,0,2776,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4700,CE,INDORE,RS/QUINTAL,0,0,0,2727,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4750,CE,INDORE,RS/QUINTAL,0,0,0,2678,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4800,CE,INDORE,RS/QUINTAL,0,0,0,2629,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4850,CE,INDORE,RS/QUINTAL,0,0,0,2580,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4900,CE,INDORE,RS/QUINTAL,0,0,0,2531,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,4950,CE,INDORE,RS/QUINTAL,0,0,0,2482,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5000,CE,INDORE,RS/QUINTAL,0,0,0,2434,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5050,CE,INDORE,RS/QUINTAL,0,0,0,2385,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5100,CE,INDORE,RS/QUINTAL,0,0,0,2337,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5150,CE,INDORE,RS/QUINTAL,0,0,0,2289,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5200,CE,INDORE,RS/QUINTAL,0,0,0,2241,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5250,CE,INDORE,RS/QUINTAL,0,0,0,2193,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5300,CE,INDORE,RS/QUINTAL,0,0,0,2146,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5350,CE,INDORE,RS/QUINTAL,0,0,0,2098,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5400,CE,INDORE,RS/QUINTAL,0,0,0,2051,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5450,CE,INDORE,RS/QUINTAL,0,0,0,2005,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5500,CE,INDORE,RS/QUINTAL,0,0,0,1958,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5550,CE,INDORE,RS/QUINTAL,0,0,0,1912,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5600,CE,INDORE,RS/QUINTAL,0,0,0,1866,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5650,CE,INDORE,RS/QUINTAL,0,0,0,1821,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5700,CE,INDORE,RS/QUINTAL,0,0,0,1776,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5750,CE,INDORE,RS/QUINTAL,0,0,0,1731,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5800,CE,INDORE,RS/QUINTAL,0,0,0,1687,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5850,CE,INDORE,RS/QUINTAL,0,0,0,1643,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5900,CE,INDORE,RS/QUINTAL,0,0,0,1599,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,5950,CE,INDORE,RS/QUINTAL,0,0,0,1557,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6000,CE,INDORE,RS/QUINTAL,0,0,0,1514,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6050,CE,INDORE,RS/QUINTAL,0,0,0,1472,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6100,CE,INDORE,RS/QUINTAL,0,0,0,1431,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6150,CE,INDORE,RS/QUINTAL,0,0,0,1390,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6200,CE,INDORE,RS/QUINTAL,0,0,0,1350,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6250,CE,INDORE,RS/QUINTAL,0,0,0,1310,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6300,CE,INDORE,RS/QUINTAL,0,0,0,1271,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6350,CE,INDORE,RS/QUINTAL,0,0,0,1232,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6400,CE,INDORE,RS/QUINTAL,0,0,0,1194,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6450,CE,INDORE,RS/QUINTAL,0,0,0,1157,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6500,CE,INDORE,RS/QUINTAL,0,0,0,1120,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,9/20/2021,SYBEANIDR20-SEP-2021,6550,CE,INDORE,RS/QUINTAL,0,0,0,1084,0,MT,0,0,0,NOTRADE
