Instrument Type,Symbol,ExpiryDate,Underlying Commodity,Strike Price,Option Type,Ex-Basis Delivery Centre,Price Unit,Opening Price,High Price,Low Price,Closing Price,Quantity Traded Today,Measure,No of Trades,Traded Value in Lacs,Open Interest,LastTradedDate
OPTFUT,GUARGUM5,7/20/2021,GUARGUM520-JUL-2021,6500,PE,JODHPUR,RS/QUINTAL,0,0,0,0.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,7/20/2021,GUARGUM520-JUL-2021,6600,PE,JODHPUR,RS/QUINTAL,0,0,0,3,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,7/20/2021,GUARGUM520-JUL-2021,6700,PE,JODHPUR,RS/QUINTAL,0,0,0,27.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,7/20/2021,GUARGUM520-JUL-2021,6800,PE,JODHPUR,RS/QUINTAL,0,0,0,97.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,7/20/2021,GUARGUM520-JUL-2021,6900,PE,JODHPUR,RS/QUINTAL,0,0,0,193.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,7/20/2021,GUARGUM520-JUL-2021,7000,PE,JODHPUR,RS/QUINTAL,0,0,0,293,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,7/20/2021,GUARGUM520-JUL-2021,7100,PE,JODHPUR,RS/QUINTAL,0,0,0,393,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,7/20/2021,GUARGUM520-JUL-2021,7200,PE,JODHPUR,RS/QUINTAL,0,0,0,493,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,7/20/2021,GUARGUM520-JUL-2021,7300,PE,JODHPUR,RS/QUINTAL,0,0,0,593,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,5700,CE,JODHPUR,RS/QUINTAL,0,0,0,1224.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,5800,CE,JODHPUR,RS/QUINTAL,0,0,0,1129.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,5900,CE,JODHPUR,RS/QUINTAL,0,0,0,1036,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6000,CE,JODHPUR,RS/QUINTAL,0,0,0,945,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6100,CE,JODHPUR,RS/QUINTAL,0,0,0,856.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6200,CE,JODHPUR,RS/QUINTAL,0,0,0,771.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6300,CE,JODHPUR,RS/QUINTAL,0,0,0,690,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6400,CE,JODHPUR,RS/QUINTAL,0,0,0,612.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6500,CE,JODHPUR,RS/QUINTAL,0,0,0,539.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6600,CE,JODHPUR,RS/QUINTAL,0,0,0,471.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6700,CE,JODHPUR,RS/QUINTAL,0,0,0,409,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6800,CE,JODHPUR,RS/QUINTAL,0,0,0,351.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6900,CE,JODHPUR,RS/QUINTAL,0,0,0,300,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7000,CE,JODHPUR,RS/QUINTAL,0,0,0,253.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7100,CE,JODHPUR,RS/QUINTAL,0,0,0,212.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7200,CE,JODHPUR,RS/QUINTAL,0,0,0,177,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7300,CE,JODHPUR,RS/QUINTAL,0,0,0,146,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7400,CE,JODHPUR,RS/QUINTAL,0,0,0,119,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,5700,PE,JODHPUR,RS/QUINTAL,0,0,0,8,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,5800,PE,JODHPUR,RS/QUINTAL,0,0,0,12.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,5900,PE,JODHPUR,RS/QUINTAL,0,0,0,18,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6000,PE,JODHPUR,RS/QUINTAL,0,0,0,26,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6100,PE,JODHPUR,RS/QUINTAL,0,0,0,36.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6200,PE,JODHPUR,RS/QUINTAL,0,0,0,50.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6300,PE,JODHPUR,RS/QUINTAL,0,0,0,68,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6400,PE,JODHPUR,RS/QUINTAL,0,0,0,89.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6500,PE,JODHPUR,RS/QUINTAL,0,0,0,115.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6600,PE,JODHPUR,RS/QUINTAL,0,0,0,146.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6700,PE,JODHPUR,RS/QUINTAL,0,0,0,183,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6800,PE,JODHPUR,RS/QUINTAL,0,0,0,225,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,6900,PE,JODHPUR,RS/QUINTAL,0,0,0,272,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7000,PE,JODHPUR,RS/QUINTAL,0,0,0,325,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7100,PE,JODHPUR,RS/QUINTAL,0,0,0,383,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7200,PE,JODHPUR,RS/QUINTAL,0,0,0,446.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7300,PE,JODHPUR,RS/QUINTAL,0,0,0,514.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,10/20/2021,GUARGUM520-OCT-2021,7400,PE,JODHPUR,RS/QUINTAL,0,0,0,586.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,5700,CE,JODHPUR,RS/QUINTAL,0,0,0,1137.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,5800,CE,JODHPUR,RS/QUINTAL,0,0,0,1041,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,5900,CE,JODHPUR,RS/QUINTAL,0,0,0,946,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6000,CE,JODHPUR,RS/QUINTAL,0,0,0,852.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6100,CE,JODHPUR,RS/QUINTAL,0,0,0,762,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6200,CE,JODHPUR,RS/QUINTAL,0,0,0,675,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6300,CE,JODHPUR,RS/QUINTAL,0,0,0,591.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6400,CE,JODHPUR,RS/QUINTAL,0,0,0,513.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6500,CE,JODHPUR,RS/QUINTAL,0,0,0,440.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6600,CE,JODHPUR,RS/QUINTAL,0,0,0,373.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6700,CE,JODHPUR,RS/QUINTAL,0,0,0,313,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6800,CE,JODHPUR,RS/QUINTAL,0,0,0,259,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6900,CE,JODHPUR,RS/QUINTAL,0,0,0,211.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,7000,CE,JODHPUR,RS/QUINTAL,0,0,0,171,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,7100,CE,JODHPUR,RS/QUINTAL,0,0,0,136,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,7200,CE,JODHPUR,RS/QUINTAL,0,0,0,107,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,7300,CE,JODHPUR,RS/QUINTAL,0,0,0,83,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,5700,PE,JODHPUR,RS/QUINTAL,0,0,0,4,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,5800,PE,JODHPUR,RS/QUINTAL,0,0,0,6.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,5900,PE,JODHPUR,RS/QUINTAL,0,0,0,11,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6000,PE,JODHPUR,RS/QUINTAL,0,0,0,17,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6100,PE,JODHPUR,RS/QUINTAL,0,0,0,26,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6200,PE,JODHPUR,RS/QUINTAL,0,0,0,38,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6300,PE,JODHPUR,RS/QUINTAL,0,0,0,54,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6400,PE,JODHPUR,RS/QUINTAL,0,0,0,75,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6500,PE,JODHPUR,RS/QUINTAL,0,0,0,101.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6600,PE,JODHPUR,RS/QUINTAL,0,0,0,134,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6700,PE,JODHPUR,RS/QUINTAL,0,0,0,173,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6800,PE,JODHPUR,RS/QUINTAL,0,0,0,218.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,6900,PE,JODHPUR,RS/QUINTAL,0,0,0,270.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,7000,PE,JODHPUR,RS/QUINTAL,0,0,0,328.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,7100,PE,JODHPUR,RS/QUINTAL,0,0,0,393.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,7200,PE,JODHPUR,RS/QUINTAL,0,0,0,463.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARGUM5,9/20/2021,GUARGUM520-SEP-2021,7300,PE,JODHPUR,RS/QUINTAL,0,0,0,539,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,3850,CE,JODHPUR,RS/QUINTAL,0,0,0,652,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,3900,CE,JODHPUR,RS/QUINTAL,0,0,0,609,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,3950,CE,JODHPUR,RS/QUINTAL,0,0,0,567,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4000,CE,JODHPUR,RS/QUINTAL,0,0,0,526,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4050,CE,JODHPUR,RS/QUINTAL,0,0,0,487,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4100,CE,JODHPUR,RS/QUINTAL,0,0,0,449,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4150,CE,JODHPUR,RS/QUINTAL,0,0,0,413,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4200,CE,JODHPUR,RS/QUINTAL,0,0,0,378,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4250,CE,JODHPUR,RS/QUINTAL,0,0,0,345.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4300,CE,JODHPUR,RS/QUINTAL,0,0,0,314,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4350,CE,JODHPUR,RS/QUINTAL,0,0,0,285,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4400,CE,JODHPUR,RS/QUINTAL,0,0,0,257.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4450,CE,JODHPUR,RS/QUINTAL,0,0,0,231.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4500,CE,JODHPUR,RS/QUINTAL,0,0,0,208,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4550,CE,JODHPUR,RS/QUINTAL,0,0,0,186,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4600,CE,JODHPUR,RS/QUINTAL,0,0,0,165.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4650,CE,JODHPUR,RS/QUINTAL,0,0,0,147,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4700,CE,JODHPUR,RS/QUINTAL,0,0,0,130,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4750,CE,JODHPUR,RS/QUINTAL,0,0,0,114.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4800,CE,JODHPUR,RS/QUINTAL,0,0,0,100.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4850,CE,JODHPUR,RS/QUINTAL,0,0,0,88,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4900,CE,JODHPUR,RS/QUINTAL,0,0,0,77,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4950,CE,JODHPUR,RS/QUINTAL,0,0,0,67,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,5000,CE,JODHPUR,RS/QUINTAL,0,0,0,58,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,5050,CE,JODHPUR,RS/QUINTAL,0,0,0,50,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,3850,PE,JODHPUR,RS/QUINTAL,0,0,0,25,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,3900,PE,JODHPUR,RS/QUINTAL,0,0,0,31.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,3950,PE,JODHPUR,RS/QUINTAL,0,0,0,39,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4000,PE,JODHPUR,RS/QUINTAL,0,0,0,47.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4050,PE,JODHPUR,RS/QUINTAL,0,0,0,57.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4100,PE,JODHPUR,RS/QUINTAL,0,0,0,69,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4150,PE,JODHPUR,RS/QUINTAL,0,0,0,82,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4200,PE,JODHPUR,RS/QUINTAL,0,0,0,97,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4250,PE,JODHPUR,RS/QUINTAL,0,0,0,113.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4300,PE,JODHPUR,RS/QUINTAL,0,0,0,131.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4350,PE,JODHPUR,RS/QUINTAL,0,0,0,151.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4400,PE,JODHPUR,RS/QUINTAL,0,0,0,173.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4450,PE,JODHPUR,RS/QUINTAL,0,0,0,197,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4500,PE,JODHPUR,RS/QUINTAL,0,0,0,222.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4550,PE,JODHPUR,RS/QUINTAL,0,0,0,250,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4600,PE,JODHPUR,RS/QUINTAL,0,0,0,279,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4650,PE,JODHPUR,RS/QUINTAL,0,0,0,310,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4700,PE,JODHPUR,RS/QUINTAL,0,0,0,342,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4750,PE,JODHPUR,RS/QUINTAL,0,0,0,376,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4800,PE,JODHPUR,RS/QUINTAL,0,0,0,411.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4850,PE,JODHPUR,RS/QUINTAL,0,0,0,448.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4900,PE,JODHPUR,RS/QUINTAL,0,0,0,486.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,4950,PE,JODHPUR,RS/QUINTAL,0,0,0,526,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,5000,PE,JODHPUR,RS/QUINTAL,0,0,0,566,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,11/18/2021,GUARSEED1018-NOV-2021,5050,PE,JODHPUR,RS/QUINTAL,0,0,0,607.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3450,CE,JODHPUR,RS/QUINTAL,0,0,0,861.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3500,CE,JODHPUR,RS/QUINTAL,0,0,0,811.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3550,CE,JODHPUR,RS/QUINTAL,0,0,0,762,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3600,CE,JODHPUR,RS/QUINTAL,0,0,0,712.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3650,CE,JODHPUR,RS/QUINTAL,0,0,0,662.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3700,CE,JODHPUR,RS/QUINTAL,0,0,0,613.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3750,CE,JODHPUR,RS/QUINTAL,0,0,0,564.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3800,CE,JODHPUR,RS/QUINTAL,0,0,0,516,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3850,CE,JODHPUR,RS/QUINTAL,0,0,0,468,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3900,CE,JODHPUR,RS/QUINTAL,0,0,0,421,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,3950,CE,JODHPUR,RS/QUINTAL,0,0,0,375.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4000,CE,JODHPUR,RS/QUINTAL,0,0,0,331.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4050,CE,JODHPUR,RS/QUINTAL,0,0,0,290,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4100,CE,JODHPUR,RS/QUINTAL,0,0,0,250.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4150,CE,JODHPUR,RS/QUINTAL,0,0,0,213.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4200,CE,JODHPUR,RS/QUINTAL,0,0,0,180,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4250,CE,JODHPUR,RS/QUINTAL,0,0,0,150,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4300,CE,JODHPUR,RS/QUINTAL,0,0,0,123,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4350,CE,JODHPUR,RS/QUINTAL,0,0,0,99.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4400,CE,JODHPUR,RS/QUINTAL,0,0,0,79,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4450,CE,JODHPUR,RS/QUINTAL,0,0,0,62,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4500,CE,JODHPUR,RS/QUINTAL,0,0,0,48,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4550,CE,JODHPUR,RS/QUINTAL,0,0,0,36.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4600,CE,JODHPUR,RS/QUINTAL,0,0,0,27.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4650,CE,JODHPUR,RS/QUINTAL,0,0,0,20.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4700,CE,JODHPUR,RS/QUINTAL,0,0,0,15,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4750,CE,JODHPUR,RS/QUINTAL,0,0,0,11,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4800,CE,JODHPUR,RS/QUINTAL,0,0,0,7.5,0,MT,0,0,0,NOTRADE
OPTFUT,GUARSEED10,8/20/2021,GUARSEED1020-AUG-2021,4850,CE,JODHPUR,RS/QUINTAL,0,0,0,5.5,0,MT,0,0,0,NOTRADE
